basin_id,country,country_iso3,climate_zone,rainfall_mm,avg_temp_c,avg_slope_deg,soil_type,ndvi,risk_quantity,risk_quality,regulatory_risk,water_rights,risk_driver,historical_outcome
BSN-1962,Italy,ITA,Mediterranean,764.8,12.1,4.4,Clay,0.68,1.0,3.7,1.3,Available,water_quality,
BSN-1963,Spain,,Mediterranean,499.3,13.5,1.3,Clay,0.63,2.6,2.3,1.8,Locked,low_materiality,
BSN-1964,Chile,CHL,Mediterranean,591.3,9.4,1.8,Loam,0.66,2.6,1.0,2.9,Available,low_materiality,
BSN-1965,Spain,,Mediterranean,866.9,15.6,2.5,Clay,0.41,1.8,4.1,3.6,Available,water_quality|governance_risk,
BSN-1966,UK,GBR,Wet,990.1,6.5,4.8,Loam,0.67,3.0,3.5,3.3,Restricted,water_quality|water_quantity|governance_risk,
BSN-1967,USA,USA,Mediterranean,400.0,21.1,1.5,Clay,0.6,1.5,2.9,1.6,Restricted,low_materiality,
BSN-1968,Spain,,Mediterranean,396.0,13.1,1.1,Silt,0.64,3.0,2.0,3.6,Restricted,water_quantity|governance_risk,
BSN-1969,Spain,,Mediterranean,861.6,11.6,1.0,Loam,0.57,1.1,4.2,2.9,Restricted,water_quality,
BSN-1970,Italy,ITA,Mediterranean,534.0,14.6,0.2,Loam,0.45,4.7,1.3,2.2,Restricted,water_quantity,
BSN-1971,Canada,CAN,Wet,952.6,8.6,9.4,Peat,0.9,3.2,3.3,2.7,Restricted,water_quality|water_quantity|erosion,
BSN-1972,Canada,CAN,Wet,1410.4,12.2,9.4,Peat,0.89,1.4,3.0,1.7,Restricted,water_quality|erosion,
BSN-1973,USA,USA,Mediterranean,486.7,16.5,1.2,Loam,0.57,2.2,1.7,2.8,Restricted,low_materiality,
BSN-1974,Australia,,Arid,39.9,23.6,1.4,Sand,0.11,5.0,4.7,2.2,Restricted,water_quality|water_quantity|land_degradation,
BSN-1975,USA,USA,Mediterranean,603.7,13.9,1.3,Clay,0.5,1.0,4.5,3.7,Restricted,water_quality|governance_risk,
BSN-1976,Spain,,Mediterranean,541.7,14.9,0.7,Clay,0.68,4.2,1.8,2.8,Restricted,water_quantity,
BSN-1977,Chile,CHL,Arid,73.2,21.3,4.1,Rock,0.1,4.6,4.0,3.1,Restricted,water_quality|water_quantity|governance_risk|land_degradation,
BSN-1978,Italy,ITA,Mediterranean,674.5,9.7,0.8,Silt,0.5,2.6,3.5,2.1,Restricted,water_quality,
BSN-1979,Spain,,Mediterranean,702.0,19.0,3.0,Clay,0.52,2.2,3.4,2.8,Restricted,water_quality,
BSN-1980,Spain,,Mediterranean,491.0,11.6,4.0,Loam,0.58,2.0,2.8,2.7,Restricted,low_materiality,
BSN-1981,Chile,CHL,Wet,1246.4,5.2,8.5,Loam,0.71,1.2,4.7,3.8,Available,water_quality|governance_risk|erosion,0.0
BSN-1982,Chile,CHL,Arid,54.1,20.9,3.4,Sand,0.01,4.8,1.2,3.3,Available,water_quantity|governance_risk|land_degradation,
BSN-1983,Australia,,Arid,80.5,26.7,2.6,Sand,0.0,4.0,1.5,2.3,Restricted,water_quantity|land_degradation,
BSN-1984,UK,GBR,Wet,1393.2,17.3,4.5,Clay,0.8,2.9,2.2,1.6,Restricted,low_materiality,
BSN-1985,USA,USA,Mediterranean,660.8,15.9,0.9,Loam,0.61,3.2,2.6,1.0,Restricted,water_quantity,
BSN-1986,Chile,CHL,Mediterranean,770.1,8.7,1.6,Loam,0.69,4.0,4.5,3.1,Available,water_quality|water_quantity|governance_risk,
BSN-1987,Italy,ITA,Mediterranean,421.9,18.8,1.3,Loam,0.65,4.8,1.9,3.1,Restricted,water_quantity|governance_risk,
BSN-1988,Spain,,Mediterranean,369.6,7.7,1.8,Clay,0.68,1.6,3.3,2.7,Restricted,water_quality,
BSN-1989,Canada,CAN,Wet,1449.7,15.5,5.4,Peat,0.79,1.9,2.6,2.8,Restricted,low_materiality,
BSN-1990,UK,GBR,Wet,1431.0,17.6,3.6,Loam,0.83,4.0,3.3,3.4,Locked,water_quality|water_quantity|governance_risk,
BSN-1991,Italy,ITA,Mediterranean,747.9,13.7,0.7,Clay,0.69,2.8,3.0,2.2,Restricted,water_quality,1.0
BSN-1992,Chile,CHL,Mediterranean,799.9,18.6,0.0,Clay,0.64,2.4,2.3,2.4,Locked,low_materiality,
BSN-1993,Italy,ITA,Mediterranean,734.5,22.2,0.4,Loam,0.56,3.3,3.0,2.0,Restricted,water_quality|water_quantity,
BSN-1994,Spain,,Mediterranean,503.0,7.7,2.9,Silt,0.67,2.8,2.2,2.9,Restricted,low_materiality,0.0
BSN-1995,Australia,,Arid,94.1,14.4,3.2,Rock,0.11,4.3,3.2,4.2,Restricted,water_quality|water_quantity|governance_risk|land_degradation,
BSN-1996,Chile,CHL,Wet,1194.1,11.6,6.2,Loam,0.72,2.5,2.9,2.8,Available,erosion,0.0
BSN-1997,Australia,,Arid,122.0,24.7,1.3,Rock,0.18,3.9,2.5,2.7,Restricted,water_quantity|land_degradation,
BSN-1998,UK,GBR,Wet,1214.4,7.5,6.1,Clay,0.86,4.0,4.3,2.7,Restricted,water_quality|water_quantity|erosion,
BSN-1999,Chile,CHL,Mediterranean,819.6,19.3,3.8,Loam,0.69,1.8,3.3,1.3,Available,water_quality,
BSN-2000,Chile,CHL,Arid,7.2,14.2,4.8,Sand,0.11,5.0,4.2,3.2,Available,water_quality|water_quantity|governance_risk|land_degradation,
BSN-2001,Spain,,Mediterranean,1001.9,11.6,1.7,Loam,0.44,4.1,2.7,4.5,Restricted,water_quantity|governance_risk,
BSN-2002,UK,GBR,Wet,953.0,11.0,6.3,Loam,0.65,4.8,2.5,3.3,Restricted,water_quantity|governance_risk|erosion,
BSN-2003,Chile,CHL,Wet,1182.3,9.2,5.4,Loam,0.6,3.6,2.4,2.8,Available,water_quantity,
BSN-2004,Canada,CAN,Wet,1470.2,13.9,3.9,Clay,0.79,3.5,3.7,3.6,Restricted,water_quality|water_quantity|governance_risk,
BSN-2005,USA,USA,Mediterranean,587.8,12.5,0.6,Silt,0.48,2.7,2.2,1.7,Restricted,low_materiality,
BSN-2006,USA,USA,Mediterranean,940.9,12.6,0.7,Clay,0.45,1.5,2.0,2.4,Restricted,low_materiality,
BSN-2007,Canada,CAN,Wet,1222.6,11.0,3.0,Clay,0.87,3.7,2.1,1.9,Restricted,water_quantity,
BSN-2008,Spain,,Mediterranean,332.1,16.7,1.4,Clay,0.54,2.5,4.4,3.7,Locked,water_quality|governance_risk,
BSN-2009,Italy,ITA,Mediterranean,1064.5,14.1,3.2,Silt,0.64,5.0,2.9,2.6,Restricted,water_quantity,
BSN-2010,Chile,CHL,Mediterranean,613.1,11.6,2.2,Clay,0.55,2.0,2.4,2.4,Restricted,low_materiality,
BSN-2011,Chile,CHL,Wet,1620.2,10.4,1.6,Peat,0.77,2.7,4.3,3.2,Restricted,water_quality|governance_risk,
BSN-2012,UK,GBR,Wet,1476.3,7.2,1.7,Clay,0.75,5.0,2.8,3.5,Restricted,water_quantity|governance_risk,
BSN-2013,Australia,,Arid,34.7,23.1,3.9,Sand,0.06,4.1,2.8,2.1,Available,water_quantity|land_degradation,
BSN-2014,UK,GBR,Wet,1262.8,11.8,5.1,Loam,0.8,3.1,3.3,3.5,Available,water_quality|water_quantity|governance_risk,
BSN-2015,Canada,CAN,Wet,1044.7,11.7,4.4,Clay,0.62,2.3,2.6,2.6,Restricted,low_materiality,1.0
BSN-2016,USA,USA,Arid,21.3,24.3,4.3,Sand,0.02,4.2,2.0,1.9,Restricted,water_quantity|land_degradation,
BSN-2017,USA,USA,Mediterranean,437.8,8.0,1.2,Silt,0.61,2.6,2.6,1.1,Restricted,low_materiality,
BSN-2018,Chile,CHL,Wet,928.0,15.5,5.6,Peat,0.62,3.0,1.4,2.7,Locked,water_quantity,
BSN-2019,Chile,CHL,Arid,5.8,20.2,8.3,Sand,0.12,4.5,1.0,3.5,Available,water_quantity|governance_risk|land_degradation|erosion,
BSN-2020,Chile,CHL,Mediterranean,665.3,15.8,1.6,Loam,0.59,4.3,4.4,3.3,Available,water_quality|water_quantity|governance_risk,
BSN-2021,Spain,,Mediterranean,292.1,11.1,1.1,Loam,0.67,2.8,3.5,2.6,Restricted,water_quality,
BSN-2022,UK,GBR,Wet,989.2,13.7,7.2,Loam,0.87,4.5,3.1,2.1,Restricted,water_quality|water_quantity|erosion,
BSN-2023,UK,GBR,Wet,718.8,9.1,5.5,Peat,0.61,3.6,2.7,1.0,Restricted,water_quantity,
BSN-2024,Chile,CHL,Wet,1153.1,10.3,6.7,Loam,0.81,1.0,3.2,2.4,Restricted,water_quality|erosion,0.0
BSN-2025,Chile,CHL,Mediterranean,807.0,16.2,2.6,Loam,0.56,3.0,3.8,1.8,Locked,water_quality|water_quantity,
BSN-2026,Chile,CHL,Wet,1127.7,11.4,2.6,Peat,0.63,3.6,3.6,2.8,Locked,water_quality|water_quantity,
BSN-2027,UK,GBR,Wet,884.5,7.1,18.7,Loam,0.71,1.0,3.4,1.0,Restricted,water_quality|erosion,
BSN-2028,Italy,ITA,Mediterranean,750.8,7.0,2.7,Clay,0.6,3.8,3.1,3.2,Restricted,water_quality|water_quantity|governance_risk,1.0
BSN-2029,Canada,CAN,Wet,1095.0,8.1,3.5,Loam,0.82,2.2,2.0,1.7,Restricted,low_materiality,
BSN-2030,Chile,CHL,Arid,49.2,24.3,7.7,Sand,0.17,4.9,2.5,2.7,Restricted,water_quantity|land_degradation|erosion,
BSN-2031,Chile,CHL,Mediterranean,1078.0,19.4,0.7,Clay,0.57,2.7,3.1,3.2,Available,water_quality|governance_risk,
BSN-2032,Chile,CHL,Mediterranean,438.7,2.7,0.8,Loam,0.7,2.0,3.1,1.4,Available,water_quality,
BSN-2033,Chile,CHL,Arid,99.0,33.0,5.3,Rock,0.11,4.7,1.4,3.3,Available,water_quantity|governance_risk|land_degradation,
BSN-2034,Chile,CHL,Arid,62.0,21.6,6.0,Sand,0.18,5.0,3.4,2.0,Restricted,water_quality|water_quantity|land_degradation|erosion,
BSN-2035,Spain,,Mediterranean,586.2,16.2,3.4,Clay,0.59,2.6,5.0,2.5,Restricted,water_quality,
BSN-2036,Italy,ITA,Mediterranean,493.3,15.7,1.4,Loam,0.62,1.4,4.9,2.7,Restricted,water_quality,1.0
BSN-2037,Canada,CAN,Wet,1301.1,8.5,7.9,Peat,0.7,3.5,4.1,2.7,Restricted,water_quality|water_quantity|erosion,
BSN-2038,Chile,CHL,Arid,45.3,22.4,5.1,Sand,0.14,5.0,4.2,2.9,Restricted,water_quality|water_quantity|land_degradation,
BSN-2039,Italy,ITA,Mediterranean,334.9,16.6,0.5,Clay,0.43,3.9,2.2,3.0,Available,water_quantity|governance_risk,
BSN-2040,Italy,ITA,Mediterranean,491.0,11.9,2.2,Loam,0.4,1.9,4.7,3.4,Restricted,water_quality|governance_risk,
BSN-2041,UK,GBR,Wet,877.4,12.1,4.8,Peat,0.68,2.9,2.7,1.0,Restricted,low_materiality,
BSN-2042,Italy,ITA,Mediterranean,442.8,10.3,1.3,Loam,0.62,1.0,1.7,2.5,Restricted,low_materiality,
BSN-2043,USA,USA,Mediterranean,444.9,13.5,0.5,Clay,0.66,3.3,1.5,2.2,Restricted,water_quantity,
BSN-2044,UK,GBR,Wet,959.7,7.6,5.7,Loam,0.87,3.7,2.6,2.9,Available,water_quantity,0.0
BSN-2045,Chile,CHL,Mediterranean,531.5,8.6,0.1,Loam,0.55,2.9,3.6,2.9,Available,water_quality,
BSN-2046,Spain,,Mediterranean,883.4,11.6,0.6,Loam,0.54,2.5,4.3,3.5,Restricted,water_quality|governance_risk,
BSN-2047,Australia,,Arid,0.0,24.7,7.3,Sand,0.07,4.5,2.5,1.3,Restricted,water_quantity|land_degradation|erosion,
BSN-2048,Chile,CHL,Wet,1232.2,7.1,4.8,Peat,0.75,1.0,1.6,2.8,Available,low_materiality,
BSN-2049,USA,USA,Arid,64.2,20.4,6.5,Sand,0.12,4.6,2.6,3.7,Available,water_quantity|governance_risk|land_degradation|erosion,
BSN-2050,UK,GBR,Wet,1223.0,12.4,4.4,Clay,0.88,1.5,4.8,3.7,Restricted,water_quality|governance_risk,
BSN-2051,Italy,ITA,Mediterranean,351.1,8.3,0.8,Clay,0.64,2.6,1.3,2.8,Restricted,low_materiality,
BSN-2052,Chile,CHL,Wet,1459.6,7.6,3.5,Peat,0.81,1.8,3.8,4.1,Restricted,water_quality|governance_risk,
BSN-2053,Chile,CHL,Wet,1872.4,9.7,0.9,Peat,0.74,4.3,3.1,2.6,Available,water_quality|water_quantity,
BSN-2054,Chile,CHL,Wet,1454.8,6.5,7.7,Peat,0.6,1.4,3.9,2.1,Restricted,water_quality|erosion,
BSN-2055,USA,USA,Mediterranean,535.9,11.4,0.3,Clay,0.47,2.8,2.4,2.9,Restricted,low_materiality,1.0
BSN-2056,Canada,CAN,Wet,1567.9,10.8,5.2,Clay,0.65,3.3,3.7,1.5,Restricted,water_quality|water_quantity,
BSN-2057,Italy,ITA,Mediterranean,686.5,23.3,2.7,Clay,0.52,1.0,3.3,2.5,Restricted,water_quality,1.0
BSN-2058,USA,USA,Mediterranean,398.3,13.8,1.4,Clay,0.41,2.1,3.1,2.5,Restricted,water_quality,
BSN-2059,Italy,ITA,Mediterranean,597.4,16.4,1.1,Loam,0.5,3.8,3.7,3.3,Available,water_quality|water_quantity|governance_risk,1.0
BSN-2060,Chile,CHL,Wet,798.5,14.0,4.2,Clay,0.66,2.5,5.0,1.7,Available,water_quality,
BSN-2061,Canada,CAN,Wet,1104.6,9.8,10.6,Loam,0.74,1.9,1.4,1.6,Restricted,erosion,
BSN-2062,Chile,CHL,Wet,1165.6,12.0,11.4,Loam,0.7,3.8,2.7,2.3,Available,water_quantity|erosion,
BSN-2063,USA,USA,Mediterranean,184.1,22.3,2.2,Loam,0.48,2.5,4.6,3.3,Restricted,water_quality|governance_risk,
BSN-2064,Italy,ITA,Mediterranean,608.3,15.0,2.2,Clay,0.58,1.2,1.0,3.8,Available,governance_risk,
BSN-2065,Canada,CAN,Wet,1268.9,6.0,16.4,Loam,0.74,2.6,3.3,1.0,Locked,water_quality|erosion,
BSN-2066,Italy,ITA,Mediterranean,818.9,11.4,1.4,Clay,0.51,2.8,5.0,1.8,Available,water_quality,
BSN-2067,Chile,CHL,Arid,64.1,17.8,7.9,Rock,0.02,5.0,3.7,3.7,Restricted,water_quality|water_quantity|governance_risk|land_degradation|erosion,
BSN-2068,Spain,,Mediterranean,643.6,10.2,1.5,Clay,0.43,1.0,3.4,2.6,Restricted,water_quality,
BSN-2069,Italy,ITA,Mediterranean,714.6,21.9,0.2,Clay,0.47,3.3,3.4,2.1,Restricted,water_quality|water_quantity,
BSN-2070,Italy,ITA,Mediterranean,686.4,12.9,1.5,Loam,0.64,3.3,2.1,2.7,Restricted,water_quantity,
BSN-2071,Chile,CHL,Mediterranean,794.0,11.2,0.5,Clay,0.57,3.9,3.1,2.2,Restricted,water_quality|water_quantity,
BSN-2072,USA,USA,Arid,6.7,23.8,5.0,Sand,0.13,3.5,1.0,3.6,Restricted,water_quantity|governance_risk|land_degradation,
BSN-2073,USA,USA,Arid,23.0,28.5,1.3,Rock,0.17,4.1,3.6,1.8,Locked,water_quality|water_quantity|land_degradation,
BSN-2074,Canada,CAN,Wet,1043.1,10.4,9.9,Loam,0.83,3.0,4.9,2.9,Restricted,water_quality|water_quantity|erosion,
BSN-2075,Chile,CHL,Mediterranean,513.7,15.0,1.2,Loam,0.61,1.0,3.2,1.7,Restricted,water_quality,
BSN-2076,Chile,CHL,Mediterranean,718.1,15.2,3.3,Silt,0.6,1.3,2.9,1.5,Available,low_materiality,
BSN-2077,Spain,,Mediterranean,695.1,15.6,0.4,Loam,0.5,1.2,3.6,1.4,Restricted,water_quality,
BSN-2078,Spain,,Mediterranean,692.7,14.8,0.0,Silt,0.45,2.2,1.9,2.6,Restricted,low_materiality,
BSN-2079,UK,GBR,Wet,1371.2,15.2,10.5,Loam,0.66,3.1,2.0,3.2,Restricted,water_quantity|governance_risk|erosion,
BSN-2080,Canada,CAN,Wet,1205.6,9.0,3.2,Loam,0.64,2.9,2.0,2.1,Restricted,low_materiality,
BSN-2081,Australia,,Arid,69.1,21.9,2.8,Sand,0.09,4.7,1.7,3.0,Restricted,water_quantity|governance_risk|land_degradation,
BSN-2082,Chile,CHL,Mediterranean,636.6,12.9,1.4,Loam,0.41,1.7,2.0,2.7,Available,low_materiality,
BSN-2083,UK,GBR,Wet,1093.6,11.2,4.9,Loam,0.78,2.3,2.8,2.7,Restricted,low_materiality,
BSN-2084,UK,GBR,Wet,1262.8,9.8,7.5,Peat,0.69,3.1,2.6,3.1,Restricted,water_quantity|governance_risk|erosion,
BSN-2085,USA,USA,Mediterranean,761.6,16.1,5.3,Clay,0.48,2.7,2.5,2.9,Restricted,low_materiality,
BSN-2086,Chile,CHL,Mediterranean,378.6,3.8,0.4,Clay,0.53,3.2,3.9,2.4,Locked,water_quality|water_quantity,
BSN-2087,Chile,CHL,Arid,80.1,19.9,3.1,Rock,0.14,5.0,1.0,1.9,Restricted,water_quantity|land_degradation,0.0
BSN-2088,Chile,CHL,Wet,1240.1,4.3,7.3,Clay,0.68,4.1,1.0,2.3,Restricted,water_quantity|erosion,
BSN-2089,Spain,,Mediterranean,508.2,12.1,0.4,Silt,0.5,2.7,2.2,2.7,Locked,low_materiality,
BSN-2090,Canada,CAN,Wet,482.4,11.0,8.4,Peat,0.74,2.3,2.8,3.0,Restricted,governance_risk|erosion,
BSN-2091,Spain,,Mediterranean,348.2,9.9,0.5,Clay,0.61,3.1,1.0,1.9,Restricted,water_quantity,
BSN-2092,Italy,ITA,Mediterranean,581.2,11.8,1.3,Silt,0.44,4.1,3.4,2.9,Locked,water_quality|water_quantity,
BSN-2093,USA,USA,Mediterranean,912.9,10.3,1.9,Clay,0.67,3.4,3.6,2.6,Restricted,water_quality|water_quantity,
BSN-2094,USA,USA,Mediterranean,646.7,15.9,1.1,Clay,0.56,2.3,3.5,2.8,Restricted,water_quality,1.0
BSN-2095,Australia,,Arid,0.0,24.3,1.7,Sand,0.03,5.0,3.8,2.7,Restricted,water_quality|water_quantity|land_degradation,
BSN-2096,Spain,,Mediterranean,185.5,9.1,2.1,Silt,0.56,2.1,3.8,3.6,Restricted,water_quality|governance_risk,
BSN-2097,Chile,CHL,Arid,77.7,22.1,3.1,Rock,0.19,4.0,2.6,2.4,Restricted,water_quantity|land_degradation,
BSN-2098,Chile,CHL,Wet,961.4,12.0,9.3,Loam,0.62,2.6,1.3,2.4,Restricted,erosion,
BSN-2099,Italy,ITA,Mediterranean,651.0,18.3,3.6,Loam,0.52,2.0,3.1,3.4,Restricted,water_quality|governance_risk,
BSN-2100,Chile,CHL,Arid,33.1,27.9,2.7,Rock,0.16,4.2,3.1,3.2,Locked,water_quality|water_quantity|governance_risk|land_degradation,
BSN-2101,Chile,CHL,Wet,1185.4,9.5,9.1,Clay,0.62,1.7,3.6,3.5,Locked,water_quality|governance_risk|erosion,
BSN-2102,Canada,CAN,Wet,1690.9,8.1,4.2,Loam,0.88,1.9,1.0,2.3,Locked,low_materiality,
BSN-2103,Canada,CAN,Wet,652.2,3.5,2.8,Peat,0.63,2.6,3.4,2.2,Restricted,water_quality,
BSN-2104,Chile,CHL,Wet,622.6,9.6,1.9,Clay,0.76,2.5,3.1,1.0,Available,water_quality,
BSN-2105,USA,USA,Arid,68.3,22.1,2.0,Sand,0.08,4.6,3.4,2.7,Locked,water_quality|water_quantity|land_degradation,
BSN-2106,Italy,ITA,Mediterranean,591.4,15.2,1.7,Loam,0.58,1.3,3.7,3.2,Restricted,water_quality|governance_risk,1.0
BSN-2107,UK,GBR,Wet,742.6,9.1,8.1,Clay,0.69,2.4,2.5,1.8,Restricted,erosion,
BSN-2108,USA,USA,Mediterranean,731.3,13.5,1.6,Clay,0.63,3.2,4.1,3.6,Restricted,water_quality|water_quantity|governance_risk,1.0
BSN-2109,Australia,,Arid,0.0,18.1,0.8,Sand,0.18,4.2,2.1,2.0,Locked,water_quantity|land_degradation,
BSN-2110,Canada,CAN,Wet,1354.0,7.8,16.4,Loam,0.64,2.0,2.9,1.7,Restricted,erosion,
BSN-2111,Chile,CHL,Mediterranean,803.4,15.6,4.2,Loam,0.46,2.6,2.4,1.6,Restricted,low_materiality,1.0
BSN-2112,USA,USA,Mediterranean,460.5,12.4,0.5,Loam,0.46,2.3,1.9,3.6,Restricted,governance_risk,
BSN-2113,USA,USA,Mediterranean,458.0,10.6,2.9,Clay,0.49,2.2,2.8,3.2,Restricted,governance_risk,1.0
BSN-2114,Italy,ITA,Mediterranean,478.5,18.8,0.9,Clay,0.62,1.1,2.5,3.1,Restricted,governance_risk,
BSN-2115,Spain,,Mediterranean,661.8,10.9,0.1,Clay,0.68,3.9,3.2,2.7,Available,water_quality|water_quantity,
BSN-2116,Chile,CHL,Arid,51.5,15.5,10.9,Rock,0.15,4.7,2.3,2.5,Restricted,water_quantity|land_degradation|erosion,
BSN-2117,UK,GBR,Wet,1091.1,9.7,8.4,Clay,0.85,2.0,3.2,3.1,Restricted,water_quality|governance_risk|erosion,
BSN-2118,Italy,ITA,Mediterranean,560.4,13.3,1.2,Loam,0.49,3.5,1.1,2.0,Restricted,water_quantity,
BSN-2119,USA,USA,Arid,22.2,19.6,2.0,Sand,0.05,4.1,1.9,1.6,Restricted,water_quantity|land_degradation,
BSN-2120,Chile,CHL,Wet,1436.9,3.7,4.6,Loam,0.81,2.3,2.5,3.4,Restricted,governance_risk,
BSN-2121,Canada,CAN,Wet,1517.2,10.5,3.6,Peat,0.65,1.1,4.3,2.3,Restricted,water_quality,
BSN-2122,Chile,CHL,Wet,970.6,11.4,14.0,Peat,0.74,3.6,3.4,2.3,Restricted,water_quality|water_quantity|erosion,0.0
BSN-2123,Chile,CHL,Wet,941.1,10.9,3.3,Clay,0.66,1.8,3.9,1.0,Locked,water_quality,
BSN-2124,USA,USA,Mediterranean,449.5,13.6,0.2,Loam,0.4,1.2,3.3,3.6,Available,water_quality|governance_risk,1.0
BSN-2125,Spain,,Mediterranean,631.7,10.1,0.2,Clay,0.58,4.0,2.7,2.1,Restricted,water_quantity,
BSN-2126,Chile,CHL,Arid,99.5,26.3,9.0,Sand,0.07,3.7,3.8,3.2,Restricted,water_quality|water_quantity|governance_risk|land_degradation|erosion,
BSN-2127,Spain,,Mediterranean,930.9,16.2,0.4,Silt,0.67,1.0,3.1,2.6,Restricted,water_quality,
BSN-2128,Chile,CHL,Mediterranean,516.4,11.4,1.1,Loam,0.64,1.0,2.0,2.8,Restricted,low_materiality,
BSN-2129,Chile,CHL,Mediterranean,528.6,15.6,0.7,Silt,0.59,1.9,3.4,2.4,Restricted,water_quality,
BSN-2130,Canada,CAN,Wet,1534.8,11.8,3.6,Peat,0.63,3.4,1.8,3.2,Available,water_quantity|governance_risk,
BSN-2131,USA,USA,Mediterranean,384.9,9.8,3.6,Loam,0.59,2.8,4.5,1.8,Restricted,water_quality,
BSN-2132,Chile,CHL,Arid,48.4,29.1,1.2,Rock,0.15,4.4,2.9,3.4,Locked,water_quantity|governance_risk|land_degradation,
BSN-2133,Chile,CHL,Mediterranean,645.9,14.3,0.2,Loam,0.47,1.0,2.5,2.6,Available,low_materiality,
BSN-2134,USA,USA,Mediterranean,455.2,9.4,1.5,Silt,0.48,1.0,3.2,2.9,Restricted,water_quality,0.0
BSN-2135,USA,USA,Arid,28.2,23.1,1.5,Sand,0.16,4.1,3.3,1.7,Restricted,water_quality|water_quantity|land_degradation,
BSN-2136,Chile,CHL,Wet,1230.2,16.5,3.0,Peat,0.65,2.1,4.1,3.4,Available,water_quality|governance_risk,
BSN-2137,Italy,ITA,Mediterranean,581.5,17.8,0.2,Clay,0.48,1.0,1.7,2.5,Locked,low_materiality,
BSN-2138,Chile,CHL,Mediterranean,699.9,17.3,0.4,Silt,0.56,3.5,3.3,1.9,Locked,water_quality|water_quantity,
BSN-2139,Spain,,Mediterranean,383.2,20.1,4.7,Loam,0.48,2.3,1.3,2.1,Locked,low_materiality,
BSN-2140,UK,GBR,Wet,1676.9,14.2,7.5,Clay,0.63,2.5,3.4,2.7,Restricted,water_quality|erosion,
BSN-2141,Chile,CHL,Mediterranean,470.0,17.4,2.3,Loam,0.55,3.9,2.3,1.5,Locked,water_quantity,
BSN-2142,USA,USA,Mediterranean,702.7,16.6,1.8,Loam,0.69,3.1,3.7,1.0,Restricted,water_quality|water_quantity,
BSN-2143,Spain,,Mediterranean,443.3,16.0,1.6,Silt,0.6,3.4,2.2,2.8,Restricted,water_quantity,
BSN-2144,Chile,CHL,Mediterranean,683.5,10.7,1.5,Loam,0.54,1.9,3.7,1.0,Restricted,water_quality,
BSN-2145,Chile,CHL,Wet,1543.6,5.4,6.5,Loam,0.8,2.6,4.2,3.4,Available,water_quality|governance_risk|erosion,
BSN-2146,Canada,CAN,Wet,1587.9,9.5,6.1,Clay,0.6,2.1,3.2,2.4,Restricted,water_quality|erosion,
BSN-2147,Italy,ITA,Mediterranean,372.4,20.8,0.8,Clay,0.42,3.7,3.6,3.8,Locked,water_quality|water_quantity|governance_risk,
BSN-2148,Chile,CHL,Wet,1454.1,10.4,4.2,Clay,0.62,4.5,3.1,2.9,Available,water_quality|water_quantity,
BSN-2149,Chile,CHL,Wet,1238.8,8.8,1.7,Clay,0.84,1.0,4.2,3.2,Restricted,water_quality|governance_risk,
BSN-2150,Chile,CHL,Wet,1527.6,9.6,4.2,Peat,0.61,2.8,2.9,1.7,Available,low_materiality,
BSN-2151,UK,GBR,Wet,1390.2,7.4,5.6,Clay,0.62,1.9,2.2,3.2,Available,governance_risk,0.0
BSN-2152,Italy,ITA,Mediterranean,710.4,11.7,1.7,Silt,0.48,3.7,3.0,1.9,Restricted,water_quality|water_quantity,
BSN-2153,Italy,ITA,Mediterranean,545.0,1.6,1.6,Clay,0.54,1.1,2.2,2.5,Restricted,low_materiality,
BSN-2154,Chile,CHL,Mediterranean,616.9,18.1,1.1,Silt,0.47,2.0,3.2,3.3,Restricted,water_quality|governance_risk,
BSN-2155,Chile,CHL,Wet,1306.0,12.7,10.2,Peat,0.84,2.0,3.0,2.8,Restricted,water_quality|erosion,
BSN-2156,USA,USA,Arid,71.7,18.7,2.4,Sand,0.14,4.5,4.8,1.5,Restricted,water_quality|water_quantity|land_degradation,
BSN-2157,UK,GBR,Wet,1057.3,9.2,3.9,Clay,0.86,5.0,3.4,3.7,Restricted,water_quality|water_quantity|governance_risk,
BSN-2158,UK,GBR,Wet,542.0,8.9,5.2,Clay,0.73,3.3,3.5,3.0,Restricted,water_quality|water_quantity|governance_risk,
BSN-2159,USA,USA,Arid,52.7,26.4,7.1,Sand,0.02,4.1,2.9,3.0,Restricted,water_quantity|governance_risk|land_degradation|erosion,
BSN-2160,UK,GBR,Wet,975.5,6.2,3.9,Loam,0.72,2.5,3.0,3.2,Restricted,water_quality|governance_risk,
BSN-2161,USA,USA,Arid,71.4,26.1,3.4,Sand,0.13,4.3,2.4,1.4,Restricted,water_quantity|land_degradation,
BSN-2162,Italy,ITA,Mediterranean,576.5,17.6,2.7,Silt,0.44,2.2,1.9,2.9,Available,low_materiality,
BSN-2163,Chile,CHL,Wet,1104.3,9.5,5.7,Clay,0.67,2.8,2.8,4.2,Available,governance_risk,
BSN-2164,Australia,,Arid,16.1,18.0,1.2,Sand,0.02,4.8,2.1,2.5,Restricted,water_quantity|land_degradation,
BSN-2165,Chile,CHL,Wet,1484.0,13.7,4.0,Clay,0.62,2.6,2.8,3.9,Restricted,governance_risk,
BSN-2166,Canada,CAN,Wet,1446.0,12.8,4.0,Clay,0.63,1.0,3.2,3.2,Restricted,water_quality|governance_risk,
